source_idx,source_title,similar_title,weight
390,Generic Global Constraints based on MDDs,Combining Symmetry Breaking and Global Constraints,3
390,Generic Global Constraints based on MDDs,Decomposition of the NVALUE constraint,3
392,Modelling Complexity in Musical Rhythm,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,2
392,Modelling Complexity in Musical Rhythm,Modelling Concurrent Behaviors in the Process Specification Language,2
394,Case Base Mining for Adaptation Knowledge Acquisition,Adaptation Knowledge Discovery from a Case Base,5
394,Case Base Mining for Adaptation Knowledge Acquisition,Proceedings of the Pacific Knowledge Acquisition Workshop 2004,2
396,A study of structural properties on profiles HMMs,"Causes and Explanations: A Structural-Model Approach, Part I: Causes",2
396,A study of structural properties on profiles HMMs,"Learning to automatically detect features for mobile robots using
  second-order Hidden Markov Models",2
397,Bayesian approach to rough set,Bayesian Approach to Neuro-Rough Models,4
400,"Fault Classification in Cylinders Using Multilayer Perceptrons, Support
  Vector Machines and Guassian Mixture Models","Genetic Programming for Kernel-based Learning with Co-evolving Subsets
  Selection",3
400,"Fault Classification in Cylinders Using Multilayer Perceptrons, Support
  Vector Machines and Guassian Mixture Models",On-Line Condition Monitoring using Computational Intelligence,3
402,Soft constraint abstraction based on semiring homomorphism,Using Pivot Consistency to Decompose and Solve Functional CSPs,2
402,Soft constraint abstraction based on semiring homomorphism,MUSE CSP: An Extension to the Constraint Satisfaction Problem,2
402,Soft constraint abstraction based on semiring homomorphism,"Logic Programming Approaches for Representing and Solving Constraint
  Satisfaction Problems: A Comparison",2
402,Soft constraint abstraction based on semiring homomorphism,Relation Variables in Qualitative Spatial Reasoning,2
402,Soft constraint abstraction based on semiring homomorphism,Breaking Value Symmetry,2
403,Bayesian Approach to Neuro-Rough Models,Bayesian approach to rough set,4
403,Bayesian Approach to Neuro-Rough Models,Translating between Horn Representations and their Characteristic Models,2
403,Bayesian Approach to Neuro-Rough Models,Finite element model selection using Particle Swarm Optimization,2
403,Bayesian Approach to Neuro-Rough Models,Dominion -- A constraint solver generator,2
404,"Artificial Neural Networks and Support Vector Machines for Water Demand
  Time Series Forecasting","Inaccuracy Minimization by Partioning Fuzzy Data Sets - Validation of
  Analystical Methodology",2
405,"Fuzzy Artmap and Neural Network Approach to Online Processing of Inputs
  with Missing Values",Data Mining Approach for Analyzing Call Center Performance,2
406,Artificial Intelligence for Conflict Management,Is Neural Network a Reliable Forecaster on Earth? A MARS Query!,3
406,Artificial Intelligence for Conflict Management,Artificial Intelligence Techniques for Steam Generator Modelling,3
406,Artificial Intelligence for Conflict Management,Monotonicity and Persistence in Preferential Logics,2
406,Artificial Intelligence for Conflict Management,"EvoNF: A Framework for Optimization of Fuzzy Inference Systems Using
  Neural Network Learning and Evolutionary Computation",2
406,Artificial Intelligence for Conflict Management,Traffic Accident Analysis Using Decision Trees and Neural Networks,2
409,"Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network",Neuro Fuzzy Systems: Sate-of-the-Art Modeling Techniques,3
409,"Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network",Is Neural Network a Reliable Forecaster on Earth? A MARS Query!,3
409,"Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network",Meta-Learning Evolutionary Artificial Neural Networks,3
409,"Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network","Optimization of Evolutionary Neural Networks Using Hybrid Learning
  Algorithms",3
409,"Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network","SCREEN: Learning a Flat Syntactic and Semantic Spoken Language Analysis
  Using Artificial Neural Networks",2
411,On-Line Condition Monitoring using Computational Intelligence,"Genetic Programming for Kernel-based Learning with Co-evolving Subsets
  Selection",3
411,On-Line Condition Monitoring using Computational Intelligence,"Fault Classification in Cylinders Using Multilayer Perceptrons, Support
  Vector Machines and Guassian Mixture Models",3
412,The Road to Quantum Artificial Intelligence,Universal Intelligence: A Definition of Machine Intelligence,3
412,The Road to Quantum Artificial Intelligence,Artificial Intelligence Techniques for Steam Generator Modelling,3
412,The Road to Quantum Artificial Intelligence,Monotonicity and Persistence in Preferential Logics,2
412,The Road to Quantum Artificial Intelligence,Imagination as Holographic Processor for Text Animation,2
412,The Road to Quantum Artificial Intelligence,Artificial Intelligence for Conflict Management,2
414,Modeling Computations in a Semantic Network,Inferring knowledge from a large semantic network,2
414,Modeling Computations in a Semantic Network,Using RDF to Model the Structure and Process of Systems,2
414,Modeling Computations in a Semantic Network,Fact Sheet on Semantic Web,2
414,Modeling Computations in a Semantic Network,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,2
414,Modeling Computations in a Semantic Network,Understanding Semantic Web and Ontologies: Theory and Applications,2
415,Automatically Restructuring Practice Guidelines using the GEM DTD,"From Texts to Structured Documents: The Case of Health Practice
  Guidelines",9
416,Temporal Reasoning without Transitive Tables,"The Design and Experimental Analysis of Algorithms for Temporal
  Reasoning",3
416,Temporal Reasoning without Transitive Tables,From Statistical Knowledge Bases to Degrees of Belief,2
417,A Collection of Definitions of Intelligence,Reinforcement Learning: A Survey,2
420,"A Leaf Recognition Algorithm for Plant Classification Using
  Probabilistic Neural Network",Data Mining Approach for Analyzing Call Center Performance,2
421,"2006: Celebrating 75 years of AI - History and Outlook: the Next 25
  Years",Vagueness of Linguistic variable,2
422,Qualitative Belief Conditioning Rules (QBCR),Belief Conditioning Rules (BCRs),7
422,Qualitative Belief Conditioning Rules (QBCR),Fusion of qualitative beliefs using DSmT,3
422,Qualitative Belief Conditioning Rules (QBCR),"Modeling Belief in Dynamic Systems, Part II: Revision and Update",2
422,Qualitative Belief Conditioning Rules (QBCR),Optimal Belief Revision,2
422,Qualitative Belief Conditioning Rules (QBCR),SATEN: An Object-Oriented Web-Based Revision and Extraction Engine,2
423,Using RDF to Model the Structure and Process of Systems,Inferring knowledge from a large semantic network,3
423,Using RDF to Model the Structure and Process of Systems,Operations for Learning with Graphical Models,2
423,Using RDF to Model the Structure and Process of Systems,Anticipatory Guidance of Plot,2
423,Using RDF to Model the Structure and Process of Systems,"A Comparison of Different Cognitive Paradigms Using Simple Animats in a
  Virtual Laboratory, with Implications to the Notion of Cognition",2
423,Using RDF to Model the Structure and Process of Systems,Can an Organism Adapt Itself to Unforeseen Circumstances?,2
424,Enrichment of Qualitative Beliefs for Reasoning under Uncertainty,Fusion of qualitative beliefs using DSmT,4
424,Enrichment of Qualitative Beliefs for Reasoning under Uncertainty,Relation Variables in Qualitative Spatial Reasoning,2
425,Toward Psycho-robots,Logic programming with social features,2
426,"Fitness landscape of the cellular automata majority problem: View from
  the Olympus",Evolving localizations in reaction-diffusion cellular automata,3
426,"Fitness landscape of the cellular automata majority problem: View from
  the Olympus",Deceptiveness and Neutrality - the ND family of fitness landscapes,2
427,Local search heuristics: Fitness Cloud versus Fitness Landscape,Deceptiveness and Neutrality - the ND family of fitness landscapes,2
429,"From Texts to Structured Documents: The Case of Health Practice
  Guidelines",Automatically Restructuring Practice Guidelines using the GEM DTD,9
430,Lagrangian Relaxation for MAP Estimation in Graphical Models,Operations for Learning with Graphical Models,2
431,Analyzing covert social network foundation behind terrorism disaster,Node discovery problem for a social network,2
431,Analyzing covert social network foundation behind terrorism disaster,Semantic Social Network Analysis,2
432,Node discovery problem for a social network,Node discovery in a networked organization,8
432,Node discovery problem for a social network,Semantic Social Network Analysis,3
432,Node discovery problem for a social network,Updating beliefs with incomplete observations,2
432,Node discovery problem for a social network,Analyzing covert social network foundation behind terrorism disaster,2
434,"Translating OWL and Semantic Web Rules into Prolog: Moving Toward
  Description Logic Programs","Abductive Logic Programs with Penalization: Semantics, Complexity and
  Implementation",3
434,"Translating OWL and Semantic Web Rules into Prolog: Moving Toward
  Description Logic Programs",Logic programs with propositional connectives and aggregates,3
434,"Translating OWL and Semantic Web Rules into Prolog: Moving Toward
  Description Logic Programs",A general approach to belief change in answer set programming,3
434,"Translating OWL and Semantic Web Rules into Prolog: Moving Toward
  Description Logic Programs","Well-Founded Semantics for Extended Logic Programs with Dynamic
  Preferences",2
434,"Translating OWL and Semantic Web Rules into Prolog: Moving Toward
  Description Logic Programs",Practical Methods for Proving Termination of General Logic Programs,2
435,Evolving localizations in reaction-diffusion cellular automata,"Fitness landscape of the cellular automata majority problem: View from
  the Olympus",3
436,Decomposition During Search for Propagation-Based Constraint Solvers,Decomposition Based Search - A theoretical and experimental evaluation,2
436,Decomposition During Search for Propagation-Based Constraint Solvers,Decomposition of the NVALUE constraint,2
436,Decomposition During Search for Propagation-Based Constraint Solvers,On Improving Local Search for Unsatisfiability,2
436,Decomposition During Search for Propagation-Based Constraint Solvers,Toward an automaton Constraint for Local Search,2
436,Decomposition During Search for Propagation-Based Constraint Solvers,Dominion -- A constraint solver generator,2
437,Universal Intelligence: A Definition of Machine Intelligence,Tests of Machine Intelligence,4
437,Universal Intelligence: A Definition of Machine Intelligence,The Road to Quantum Artificial Intelligence,3
437,Universal Intelligence: A Definition of Machine Intelligence,Artificial Intelligence Techniques for Steam Generator Modelling,3
437,Universal Intelligence: A Definition of Machine Intelligence,A Hierarchy of Tractable Subsets for Computing Stable Models,2
437,Universal Intelligence: A Definition of Machine Intelligence,Monotonicity and Persistence in Preferential Logics,2
438,Tests of Machine Intelligence,Universal Intelligence: A Definition of Machine Intelligence,4
438,Tests of Machine Intelligence,A Formalization of the Turing Test,3
438,Tests of Machine Intelligence,Imagination as Holographic Processor for Text Animation,2
438,Tests of Machine Intelligence,The Road to Quantum Artificial Intelligence,2
438,Tests of Machine Intelligence,Artificial Intelligence Techniques for Steam Generator Modelling,2
439,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",Convergence of Expected Utility for Universal AI,5
439,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",Utility-Probability Duality,4
439,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",From Statistical Knowledge Bases to Degrees of Belief,2
439,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",The Algebra of Utility Inference,2
439,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",An information theory for preferences,2
442,Anisotropic selection in cellular genetic algorithms,"On the Influence of Selection Operators on Performances in Cellular
  Genetic Algorithms",9
442,Anisotropic selection in cellular genetic algorithms,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic
  Decision Tree Induction Algorithm",3
442,Anisotropic selection in cellular genetic algorithms,Genetic Algorithms for multiple objective vehicle routing,3
442,Anisotropic selection in cellular genetic algorithms,"Cauchy Annealing Schedule: An Annealing Schedule for Boltzmann Selection
  Scheme in Evolutionary Algorithms",2
444,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,Decomposition of the NVALUE constraint,3
444,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,Modelling Complexity in Musical Rhythm,2
444,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,The model of quantum evolution,2
446,Node discovery in a networked organization,Node discovery problem for a social network,8
447,"Multiagent Approach for the Representation of Information in a Decision
  Support System",Decision Support Systems (DSS) in Construction Tendering Processes,5
447,"Multiagent Approach for the Representation of Information in a Decision
  Support System","Adaptation of Mamdani Fuzzy Inference System Using Neuro - Genetic
  Approach for Tactical Air Combat Decision Support System",4
447,"Multiagent Approach for the Representation of Information in a Decision
  Support System",Decision Support Systems Using Intelligent Paradigms,3
447,"Multiagent Approach for the Representation of Information in a Decision
  Support System",A System for Induction of Oblique Decision Trees,2
447,"Multiagent Approach for the Representation of Information in a Decision
  Support System","Conscious Intelligent Systems - Part II - Mind, Thought, Language and
  Understanding",2
448,Reflective visualization and verbalization of unconscious preference,Planning with Preferences using Logic Programming,2
448,Reflective visualization and verbalization of unconscious preference,Fusion for Evaluation of Image Classification in Uncertain Environments,2
449,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,"Analysis of hydrocyclone performance based on information granulation
  theory",5
449,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,Back analysis based on SOM-RST system,4
449,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,Rock mechanics modeling based on soft granulation theory,3
449,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,3
449,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,An axiomatic approach to the roughness measure of rough sets,3
450,Agent-Based Perception of an Environment in an Emergency Situation,"Multiagent Approach for the Representation of Information in a Decision
  Support System",2
451,"On the Influence of Selection Operators on Performances in Cellular
  Genetic Algorithms",Anisotropic selection in cellular genetic algorithms,9
451,"On the Influence of Selection Operators on Performances in Cellular
  Genetic Algorithms",Genetic Algorithms for multiple objective vehicle routing,3
451,"On the Influence of Selection Operators on Performances in Cellular
  Genetic Algorithms","Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic
  Decision Tree Induction Algorithm",2
452,"Geometric Data Analysis, From Correspondence Analysis to Structured Data
  Analysis (book review)",Iterative Optimization and Simplification of Hierarchical Clusterings,2
453,Phase transition in SONFIS&SORST,Intelligent Systems: Architectures and Perspectives,2
453,Phase transition in SONFIS&SORST,Can an Organism Adapt Itself to Unforeseen Circumstances?,2
453,Phase transition in SONFIS&SORST,Conscious Intelligent Systems - Part 1 : I X I,2
453,Phase transition in SONFIS&SORST,"Conscious Intelligent Systems - Part II - Mind, Thought, Language and
  Understanding",2
456,Toward Fuzzy block theory,Rock mechanics modeling based on soft granulation theory,2
457,"Analysis of hydrocyclone performance based on information granulation
  theory",Rock mechanics modeling based on soft granulation theory,7
457,"Analysis of hydrocyclone performance based on information granulation
  theory",Application of Rough Set Theory to Analysis of Hydrocyclone Operation,5
457,"Analysis of hydrocyclone performance based on information granulation
  theory",Back analysis based on SOM-RST system,5
457,"Analysis of hydrocyclone performance based on information granulation
  theory",Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,2
458,Logic programming with social features,Defeasible Logic Programming: An Argumentative Approach,3
458,Logic programming with social features,Parametric Connectives in Disjunctive Logic Programming,3
458,Logic programming with social features,A general approach to belief change in answer set programming,3
458,Logic programming with social features,ACLP: Integrating Abduction and Constraint Solving,2
458,Logic programming with social features,"Abductive Logic Programs with Penalization: Semantics, Complexity and
  Implementation",2
459,Constructing Folksonomies from User-specified Relations on Flickr,"Growing a Tree in the Forest: Constructing Folksonomies by Integrating
  Structured Metadata",6
462,Fusion for Evaluation of Image Classification in Uncertain Environments,Reflective visualization and verbalization of unconscious preference,2
464,Rock mechanics modeling based on soft granulation theory,"Analysis of hydrocyclone performance based on information granulation
  theory",7
464,Rock mechanics modeling based on soft granulation theory,Back analysis based on SOM-RST system,5
464,Rock mechanics modeling based on soft granulation theory,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,3
464,Rock mechanics modeling based on soft granulation theory,An improved axiomatic definition of information granulation,3
464,Rock mechanics modeling based on soft granulation theory,Toward Fuzzy block theory,2
467,"Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory","A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",3
467,"Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory",Proportional Conflict Redistribution Rules for Information Fusion,2
467,"Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory","Une nouvelle règle de combinaison répartissant le conflit -
  Applications en imagerie Sonar et classification de cibles Radar",2
467,"Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory",General combination rules for qualitative and quantitative beliefs,2
468,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",Proportional Conflict Redistribution Rules for Information Fusion,6
468,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",A Simple Proportional Conflict Redistribution Rule,5
468,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision","Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6",5
468,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision","Adaptative combination rule and proportional conflict redistribution
  rule for information fusion",4
468,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision","Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory",3
469,"Une nouvelle règle de combinaison répartissant le conflit -
  Applications en imagerie Sonar et classification de cibles Radar","Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory",2
469,"Une nouvelle règle de combinaison répartissant le conflit -
  Applications en imagerie Sonar et classification de cibles Radar","A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",2
469,"Une nouvelle règle de combinaison répartissant le conflit -
  Applications en imagerie Sonar et classification de cibles Radar",General combination rules for qualitative and quantitative beliefs,2
470,Perfect Derived Propagators,View-based Propagator Derivation,7
472,The model of quantum evolution,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,2
473,Belief decision support and reject for textured images characterization,"Multiagent Approach for the Representation of Information in a Decision
  Support System",2
473,Belief decision support and reject for textured images characterization,Decision Support Systems (DSS) in Construction Tendering Processes,2
476,"Implementing general belief function framework with a practical
  codification for low complexity",Belief Calculus,2
477,A new probabilistic transformation of belief mass assignment,Belief Calculus,2
477,A new probabilistic transformation of belief mass assignment,Uniform and Partially Uniform Redistribution Rules,2
479,Hacia una teoria de unificacion para los comportamientos cognitivos,On the Notion of Cognition,2
481,n-ary Fuzzy Logic and Neutrosophic Logic Operators,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies",3
481,n-ary Fuzzy Logic and Neutrosophic Logic Operators,On the relationship between fuzzy logic and four-valued relevance logic,2
482,"Randomised Variable Neighbourhood Search for Multi Objective
  Optimisation",A Constraint-directed Local Search Approach to Nurse Rostering Problems,4
483,Foundations of the Pareto Iterated Local Search Metaheuristic,"Improvements for multi-objective flow shop scheduling by Pareto Iterated
  Local Search",9
483,Foundations of the Pareto Iterated Local Search Metaheuristic,When Gravity Fails: Local Search Topology,2
483,Foundations of the Pareto Iterated Local Search Metaheuristic,Islands for SAT,2
483,Foundations of the Pareto Iterated Local Search Metaheuristic,"Variable Neighborhood Search for the University Lecturer-Student
  Assignment Problem",2
483,Foundations of the Pareto Iterated Local Search Metaheuristic,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",2
484,"A Computational Study of Genetic Crossover Operators for Multi-Objective
  Vehicle Routing Problem with Soft Time Windows","A framework for the interactive resolution of multi-objective vehicle
  routing problems",4
484,"A Computational Study of Genetic Crossover Operators for Multi-Objective
  Vehicle Routing Problem with Soft Time Windows",Genetic Algorithms for multiple objective vehicle routing,2
485,Genetic Algorithms for multiple objective vehicle routing,Anisotropic selection in cellular genetic algorithms,3
485,Genetic Algorithms for multiple objective vehicle routing,"On the Influence of Selection Operators on Performances in Cellular
  Genetic Algorithms",3
485,Genetic Algorithms for multiple objective vehicle routing,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic
  Decision Tree Induction Algorithm",2
485,Genetic Algorithms for multiple objective vehicle routing,"A Computational Study of Genetic Crossover Operators for Multi-Objective
  Vehicle Routing Problem with Soft Time Windows",2
485,Genetic Algorithms for multiple objective vehicle routing,"A framework for the interactive resolution of multi-objective vehicle
  routing problems",2
486,"A framework for the interactive resolution of multi-objective vehicle
  routing problems","A Computational Study of Genetic Crossover Operators for Multi-Objective
  Vehicle Routing Problem with Soft Time Windows",4
486,"A framework for the interactive resolution of multi-objective vehicle
  routing problems",Genetic Algorithms for multiple objective vehicle routing,2
487,Improving Local Search for Fuzzy Scheduling Problems,On Improving Local Search for Unsatisfiability,3
487,Improving Local Search for Fuzzy Scheduling Problems,A Soft Computing Model for Physicians' Decision Process,3
487,Improving Local Search for Fuzzy Scheduling Problems,A Constraint-directed Local Search Approach to Nurse Rostering Problems,2
487,Improving Local Search for Fuzzy Scheduling Problems,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",2
490,"Variable Neighborhood Search for the University Lecturer-Student
  Assignment Problem",Foundations of the Pareto Iterated Local Search Metaheuristic,2
490,"Variable Neighborhood Search for the University Lecturer-Student
  Assignment Problem","The Single Machine Total Weighted Tardiness Problem - Is it (for
  Metaheuristics) a Solved Problem ?",2
491,Extended ASP tableaux and rule redundancy in normal logic programs,Smodels: A System for Answer Set Programming,2
492,"Achieving compositionality of the stable model semantics for Smodels
  programs",Smodels: A System for Answer Set Programming,5
492,"Achieving compositionality of the stable model semantics for Smodels
  programs",Unfolding Partiality and Disjunctions in Stable Model Semantics,4
492,"Achieving compositionality of the stable model semantics for Smodels
  programs",Epistemic Foundation of Stable Model Semantics,3
492,"Achieving compositionality of the stable model semantics for Smodels
  programs",Weight Constraints as Nested Expressions,2
493,"Determining the Unithood of Word Sequences using a Probabilistic
  Approach","Determining the Unithood of Word Sequences using Mutual Information and
  Independence Measure",8
494,"Determining the Unithood of Word Sequences using Mutual Information and
  Independence Measure","Determining the Unithood of Word Sequences using a Probabilistic
  Approach",8
495,Enhanced Integrated Scoring for Cleaning Dirty Texts,A Constrained Object Model for Configuration Based Workflow Composition,3
496,On-the-fly Macros,A Domain-Independent Algorithm for Plan Adaptation,2
497,Modeling of Social Transitions Using Intelligent Systems,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,4
497,Modeling of Social Transitions Using Intelligent Systems,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,2
497,Modeling of Social Transitions Using Intelligent Systems,An axiomatic approach to the roughness measure of rough sets,2
499,"Balancing Exploration and Exploitation by an Elitist Ant System with
  Exponential Pheromone Deposition Rule","Extension of Max-Min Ant System with Exponential Pheromone Deposition
  Rule",7
501,"Extension of Max-Min Ant System with Exponential Pheromone Deposition
  Rule","Balancing Exploration and Exploitation by an Elitist Ant System with
  Exponential Pheromone Deposition Rule",7
507,Artificial Intelligence Techniques for Steam Generator Modelling,Artificial Intelligence for Conflict Management,3
507,Artificial Intelligence Techniques for Steam Generator Modelling,The Road to Quantum Artificial Intelligence,3
507,Artificial Intelligence Techniques for Steam Generator Modelling,Universal Intelligence: A Definition of Machine Intelligence,3
507,Artificial Intelligence Techniques for Steam Generator Modelling,An Integrated Framework for Learning and Reasoning,2
507,Artificial Intelligence Techniques for Steam Generator Modelling,Monotonicity and Persistence in Preferential Logics,2
509,Logic programs with propositional connectives and aggregates,"Logic Programming Approaches for Representing and Solving Constraint
  Satisfaction Problems: A Comparison",4
509,Logic programs with propositional connectives and aggregates,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search
  Difficulty",3
509,Logic programs with propositional connectives and aggregates,Smodels: A System for Answer Set Programming,3
509,Logic programs with propositional connectives and aggregates,"Abductive Logic Programs with Penalization: Semantics, Complexity and
  Implementation",3
509,Logic programs with propositional connectives and aggregates,"Towards Automated Integration of Guess and Check Programs in Answer Set
  Programming: A Meta-Interpreter and Applications",3
514,"Approximate inference on planar graphs using Loop Calculus and Belief
  Propagation",Truncating the loop series expansion for Belief Propagation,2
515,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies",n-ary Fuzzy Logic and Neutrosophic Logic Operators,3
515,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies","Consistency Management of Normal Logic Program by Top-down Abductive
  Proof Procedure",2
515,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies",Logic Programs with Compiled Preferences,2
515,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies",On the relationship between fuzzy logic and four-valued relevance logic,2
515,"N-norm and N-conorm in Neutrosophic Logic and Set, and the Neutrosophic
  Topologies",Embedding Default Logic in Propositional Argumentation Systems,2
516,Deceptiveness and Neutrality - the ND family of fitness landscapes,"Fitness landscape of the cellular automata majority problem: View from
  the Olympus",2
516,Deceptiveness and Neutrality - the ND family of fitness landscapes,Local search heuristics: Fitness Cloud versus Fitness Landscape,2
522,A Model for Managing Collections of Patterns,Quantifying and Visualizing Attribute Interactions,2
522,A Model for Managing Collections of Patterns,"Clustering Mixed Numeric and Categorical Data: A Cluster Ensemble
  Approach",2
522,A Model for Managing Collections of Patterns,K-Histograms: An Efficient Clustering Algorithm for Categorical Dataset,2
524,XML Representation of Constraint Networks: Format XCSP 2.1,MUSE CSP: An Extension to the Constraint Satisfaction Problem,2
526,Learning DTW Global Constraint for Time Series Classification,A Generic Global Constraint based on MDDs,3
526,Learning DTW Global Constraint for Time Series Classification,Generic Global Constraints based on MDDs,3
526,Learning DTW Global Constraint for Time Series Classification,Reformulating Global Grammar Constraints,3
526,Learning DTW Global Constraint for Time Series Classification,Combining Symmetry Breaking and Global Constraints,3
526,Learning DTW Global Constraint for Time Series Classification,Decomposition of the NVALUE constraint,3
527,"Range and Roots: Two Common Patterns for Specifying and Propagating
  Counting and Occurrence Constraints",Decomposition of the NVALUE constraint,2
528,An introduction to DSmT,"The Combination of Paradoxical, Uncertain, and Imprecise Sources of
  Information based on DSmT and Neutro-Fuzzy Inference",13
528,An introduction to DSmT,"An Introduction to the DSm Theory for the Combination of Paradoxical,
  Uncertain, and Imprecise Sources of Information",13
528,An introduction to DSmT,DSmT: A new paradigm shift for information fusion,4
529,Granularity-Adaptive Proof Presentation,Knowledge Representation,2
529,Granularity-Adaptive Proof Presentation,"Automated Reasoning and Presentation Support for Formalizing Mathematics
  in Mizar",2
530,Breaking Value Symmetry,MUSE CSP: An Extension to the Constraint Satisfaction Problem,6
530,Breaking Value Symmetry,Symmetry within Solutions,5
530,Breaking Value Symmetry,The Exact Closest String Problem as a Constraint Satisfaction Problem,5
530,Breaking Value Symmetry,Using Pivot Consistency to Decompose and Solve Functional CSPs,4
530,Breaking Value Symmetry,Relation Variables in Qualitative Spatial Reasoning,4
531,Reformulating Global Grammar Constraints,A Generic Global Constraint based on MDDs,3
531,Reformulating Global Grammar Constraints,Generic Global Constraints based on MDDs,3
531,Reformulating Global Grammar Constraints,Learning DTW Global Constraint for Time Series Classification,3
531,Reformulating Global Grammar Constraints,Combining Symmetry Breaking and Global Constraints,3
531,Reformulating Global Grammar Constraints,Decomposition of the NVALUE constraint,3
532,Combining Symmetry Breaking and Global Constraints,Symmetries of Symmetry Breaking Constraints,4
532,Combining Symmetry Breaking and Global Constraints,Symmetries of Symmetry Breaking Constraints,4
532,Combining Symmetry Breaking and Global Constraints,A Generic Global Constraint based on MDDs,3
532,Combining Symmetry Breaking and Global Constraints,Generic Global Constraints based on MDDs,3
532,Combining Symmetry Breaking and Global Constraints,Learning DTW Global Constraint for Time Series Classification,3
533,Online Estimation of SAT Solving Runtime,Online Search Cost Estimation for SAT Solvers,6
533,Online Estimation of SAT Solving Runtime,Islands for SAT,2
536,Stochastic Constraint Programming: A Scenario-Based Approach,Stochastic Constraint Programming,10
536,Stochastic Constraint Programming: A Scenario-Based Approach,Scenario-based Stochastic Constraint Programming,7
536,Stochastic Constraint Programming: A Scenario-Based Approach,Model-Driven Constraint Programming,4
536,Stochastic Constraint Programming: A Scenario-Based Approach,Symmetries of Symmetry Breaking Constraints,3
536,Stochastic Constraint Programming: A Scenario-Based Approach,Symmetries of Symmetry Breaking Constraints,3
537,Stochastic Constraint Programming,Stochastic Constraint Programming: A Scenario-Based Approach,10
537,Stochastic Constraint Programming,Scenario-based Stochastic Constraint Programming,6
537,Stochastic Constraint Programming,Modeling Object Oriented Constraint Programs in Z,2
537,Stochastic Constraint Programming,Generic Global Constraints based on MDDs,2
537,Stochastic Constraint Programming,Symmetries of Symmetry Breaking Constraints,2
543,Semantic Social Network Analysis,Node discovery problem for a social network,3
543,Semantic Social Network Analysis,Analyzing covert social network foundation behind terrorism disaster,2
544,Guarded resolution for answer set programming,Smodels: A System for Answer Set Programming,4
544,Guarded resolution for answer set programming,"Towards Automated Integration of Guess and Check Programs in Answer Set
  Programming: A Meta-Interpreter and Applications",4
544,Guarded resolution for answer set programming,An Application of Proof-Theory in Answer Set Programming,4
544,Guarded resolution for answer set programming,Fages' Theorem and Answer Set Programming,3
